user_name,rock,pop,hip hop,country,jazz,classical,electronic,metal,latin
Abigail Bailey,3,5,0,3,0,3,2,2,3
Lily Henderson,2,3,5,5,5,0,3,4,1
Alexander Howard,3,5,3,3,2,4,3,3,5
Kai Martinez,4,0,4,5,3,3,1,1,3
Ava Anderson,0,5,4,3,4,5,3,1,4
David Hughes,4,1,0,2,0,4,1,1,1
Lydia Cruz,2,1,3,1,3,5,2,5,0
Aiden Howard,5,4,2,3,4,3,4,4,5
Samuel Jordan,4,4,5,4,1,5,0,3,1
Grayson Jackson,3,0,1,2,1,1,1,0,1
Aiden Baker,2,0,1,0,4,1,2,0,5
Alexander Dubois,5,4,4,1,1,1,4,5,3
Liam Davis,0,2,5,2,4,0,4,2,3
Claire King,3,5,5,5,1,5,3,3,2
Theodore Brown,2,0,1,1,4,4,2,4,3
Eleanor Myers,4,0,5,5,4,0,5,1,0
Owen Sanders,5,0,0,4,4,1,1,2,1
Miles Murphy,4,3,2,2,5,3,2,5,4
Nora Wood,3,0,1,2,3,1,2,1,5
Camila Nguyen,3,3,1,3,5,0,2,1,0
Jasper Johnson,5,1,3,0,1,0,4,4,0
Alexander Morris,4,3,3,0,1,0,0,0,5
Caleb Sanchez,5,3,3,0,1,5,0,2,3
Ivy Martinez,0,3,1,3,2,4,1,0,3
Freya Rogers,5,1,0,0,3,1,5,2,3
Alexander Perry,1,0,4,3,4,1,4,2,0
Joshua Foster,4,4,3,5,3,3,2,3,3
Ivy Lopez,1,3,2,5,3,1,3,3,4
Elijah Richardson,0,1,5,5,5,3,5,0,2
Alexander Carter,3,3,5,2,5,5,4,4,2
Charlotte Allen,4,0,3,3,3,0,3,3,2
Josephine Wood,1,4,1,5,1,5,5,1,3
Christopher Martinez,2,3,0,4,5,0,4,1,4
Claire Murphy,5,1,0,2,4,1,5,0,1
Charlotte Coleman,2,1,4,5,5,0,0,5,1
Violet Hernandez,3,5,5,1,2,0,2,0,1
Joshua Cruz,3,3,4,4,1,4,5,1,3
Jordan Barnes,1,2,1,5,2,0,2,1,2
Aiden Patel,2,1,0,0,5,4,2,1,5
Violet Williams,3,0,0,2,0,1,0,0,1
Jordan Baker,3,5,0,2,5,2,3,2,1
Maeve Sanders,0,0,5,5,1,2,0,4,0
Lucy Johnson,2,4,2,4,5,0,5,2,5
James Lewis,2,2,5,1,2,2,3,4,1
Jackson Martinez,1,3,1,5,0,5,2,0,1
Stella Rogers,0,5,2,3,2,5,2,4,3
Avery Kelly,5,1,3,4,5,5,0,5,3
Noah Barnes,1,2,1,1,1,2,4,5,4
Ava Jackson,5,4,0,5,1,0,5,5,4
Elijah Brown,3,0,4,2,2,5,0,1,4
Nora James,4,3,1,3,0,2,5,2,0
Nathan Graham,1,4,2,2,5,2,5,1,0
Theodore Barnes,1,0,3,3,1,3,1,1,4
Luna Moore,2,4,3,1,1,0,0,3,1
Carter Hall,1,3,5,2,5,5,3,2,4
Thomas King,4,5,3,5,2,5,2,1,4
William Taylor,0,3,5,1,1,1,1,0,5
Jasper Patel,0,5,2,3,1,0,1,5,2
Chloe Ward,2,5,4,1,5,3,3,0,4
Carter Ortiz,0,1,3,0,3,0,3,4,2
Ethan Price,0,5,2,3,2,4,5,3,4
Freya Howard,3,2,1,3,0,4,2,3,4
William White,0,0,4,0,5,1,2,3,0
Ezra Sullivan,5,5,4,2,2,1,5,2,3
Julian Morales,3,4,5,3,3,0,2,4,3
Joshua Nelson,3,4,0,4,4,2,1,3,2
Adrian Bailey,3,2,2,5,0,2,2,3,0
Andrew Kim,3,2,2,3,3,5,1,5,0
Hazel Lewis,4,3,1,4,5,1,0,4,4
Aurora Jenkins,5,5,5,2,4,4,0,1,3
Claire Jordan,2,4,5,4,0,5,5,2,0
Ethan Graham,3,0,2,5,5,5,3,4,0
Riley Perry,0,3,4,5,0,0,3,1,4
Theodore Ortiz,4,0,5,1,3,1,0,5,2
Miles Jones,4,1,2,3,3,4,5,5,5
Athena White,2,5,3,0,2,2,1,0,3
Emily Miller,0,1,2,0,5,2,5,2,4
Natalie Clark,1,2,1,0,3,2,4,1,0
Mia Perez,3,4,5,5,0,3,3,3,2
Joseph Sullivan,3,2,0,4,4,1,4,4,5
Alexander Young,0,0,1,4,2,5,5,2,1
Jackson James,4,0,2,2,5,0,5,3,3
Penelope Williams,4,5,4,0,4,2,2,0,2
Asher Reyes,3,2,2,3,0,2,1,3,2
Owen Russell,2,4,0,5,4,0,3,1,2
Ellie Jordan,4,1,2,2,3,4,2,1,0
Ivy Henderson,5,3,4,0,2,0,3,5,0
Chloe Evans,4,5,5,3,1,5,5,2,2
Amelia Rogers,4,2,5,5,4,0,1,0,3
Ivy Morales,5,0,3,2,3,4,2,4,1
Maeve Hughes,5,2,2,5,3,2,0,4,4
Madison James,1,1,1,0,0,4,1,5,5
Riley Scott,1,1,3,4,2,2,1,2,0
Wyatt Nelson,1,5,0,2,2,2,4,5,3
Christopher Bennett,1,1,3,1,0,5,4,2,4
Joshua Evans,4,4,3,4,1,2,2,3,1
Carter Myers,5,4,2,5,2,3,5,5,5
Jack Coleman,3,4,3,3,1,4,4,2,5
Benjamin Barnes,2,2,3,2,1,0,2,4,3
Caroline Morgan,4,4,1,5,1,0,5,2,1
Hazel Collins,3,0,5,2,4,0,0,1,0
Jack Morgan,2,1,2,3,5,4,3,4,3
Josephine Williams,3,4,1,1,1,5,2,2,0
Caleb Morgan,2,2,3,1,4,3,5,5,0
Athena Nguyen,5,5,2,1,0,0,3,0,4
Freya Williams,0,1,2,5,5,1,0,5,3
Mia Cooper,1,0,0,1,3,0,0,4,2
Violet Patterson,2,0,3,4,1,0,2,5,0
Carter Adams,4,4,3,3,1,5,2,4,5
Jackson Perry,5,1,1,3,5,0,2,1,3
Daniel Nguyen,4,5,0,2,1,5,2,0,0
Logan Edwards,0,2,2,2,1,1,3,3,1
James Murphy,5,5,2,4,2,0,3,1,5
Charlotte Morris,1,4,1,3,3,2,5,0,4
Leo Jones,3,2,3,0,5,0,4,0,5
Amelia Harris,3,5,1,3,0,5,5,2,5
Joshua Cox,0,4,0,3,4,4,5,2,3
Ava Brooks,3,4,4,1,1,5,2,1,5
Maeve Sullivan,3,2,4,4,2,2,2,2,5
Dominic Davis,3,4,4,4,2,4,1,3,1
Isaac Martinez,5,5,1,2,0,5,3,4,2
Cora Mitchell,1,3,0,1,0,4,1,4,3
Landon Lopez,3,3,2,4,2,3,1,0,4
Logan Perry,0,5,2,1,5,3,5,4,5
Adrian Johnson,4,3,1,3,2,5,2,3,1
Benjamin Evans,3,5,5,4,0,5,5,3,1
Olivia Johnson,4,3,4,2,3,5,5,5,3
Olivia Henderson,4,5,1,4,2,2,2,2,3
Aiden Parker,5,3,0,0,0,2,0,5,5
Jasper Garcia,3,3,1,1,5,4,4,1,1
Ivy Silva,2,0,1,0,3,3,1,3,2
Isabella Martin,2,0,0,4,0,4,5,0,1
Samuel Perez,4,1,0,4,2,0,4,5,1
Henry Baker,3,5,0,4,3,5,2,3,3
Josephine Sullivan,0,3,0,3,1,1,2,0,0
Jordan Ross,2,4,2,5,1,4,5,0,1
Lily Taylor,2,0,0,3,2,3,0,0,4
Zoey Cooper,4,5,1,0,5,2,0,4,4
Josephine Dubois,5,3,4,2,3,2,5,3,2
Iris Patterson,4,4,5,1,0,5,5,0,4
Mia Reyes,2,2,0,0,1,1,3,2,0
Liam Robinson,0,3,2,4,1,1,2,2,1
Elizabeth Parker,2,1,3,3,5,2,3,3,5
Grayson Cruz,0,3,0,1,4,4,5,5,0
Joshua Moore,5,5,2,1,4,3,4,4,5
Grayson Cox,0,4,3,5,2,4,0,3,4
Zoey Anderson,4,0,2,2,2,3,1,2,4
Avery Davis,5,2,4,5,4,0,5,1,0
Cora Taylor,3,1,3,2,4,3,1,4,1
Caleb Carter,5,5,2,2,4,2,3,0,1
Luna Adams,2,0,2,4,5,2,0,4,1
Chloe Sanchez,3,1,5,2,5,3,0,4,1
Madison Rogers,0,4,0,5,5,5,1,2,1
Jasper Martin,4,1,5,0,4,5,5,3,3
Landon Ross,5,1,2,5,4,3,1,3,0
Grayson Jones,5,0,4,5,1,0,4,5,0
Caroline Powell,3,5,5,2,5,2,5,2,1
Caleb Evans,5,4,4,1,0,2,1,2,5
Charles Lopez,1,5,5,4,5,4,0,3,4
Riley Miller,0,4,1,5,0,3,3,3,0
Sofia Lewis,0,1,0,3,1,4,5,5,0
Natalie Allen,4,4,4,5,5,2,1,2,3
James Wilson,0,4,5,1,2,2,4,0,2
Jack Cooper,0,3,3,5,4,0,4,5,2
Sofia Bennett,4,5,4,4,3,5,3,2,5
Violet Mitchell,0,2,5,3,0,4,3,4,2
Grace Perez,0,5,0,1,5,2,1,1,4
Elijah Mitchell,1,4,2,1,3,4,5,4,1
Abigail Johnson,2,3,0,4,1,2,0,5,2
Ryan Jenkins,3,0,1,5,1,3,1,0,0
Dominic Richardson,4,2,1,1,4,0,0,4,4
Lucy Ortiz,4,5,0,1,1,5,4,4,2
Caroline Butler,4,5,4,0,5,2,4,1,4
Mia Wright,2,3,5,4,0,2,5,1,3
Penelope Bell,0,5,4,3,2,3,2,5,4
Mason Diaz,1,5,4,1,5,2,0,3,4
Quinn Morris,0,1,1,4,0,1,4,0,2
Ryan Dubois,1,0,2,2,0,2,2,4,3
Elizabeth White,2,4,3,1,0,1,3,4,4
Jordan Perry,3,1,0,1,3,0,5,2,2
Athena Ross,0,0,4,4,2,3,3,1,1
David Wright,0,5,5,4,5,2,0,0,0
Emma Allen,1,4,0,4,0,1,0,3,2
Mia Bennett,5,1,5,1,2,2,5,2,0
Riley Edwards,5,3,4,3,4,5,2,0,5
Harper Barnes,5,4,4,5,4,2,0,1,0
Adrian Perez,5,0,1,0,4,5,4,0,1
Charles Foster,0,2,2,4,2,1,2,3,1
William Powell,2,1,0,3,3,3,5,0,4
Stella White,0,3,5,2,2,5,1,2,2
Isaac Perez,1,5,3,3,0,4,1,1,4
Aurora Clark,4,3,3,5,4,5,0,2,4
Theodore Hughes,3,3,3,0,3,1,3,5,4
Caroline Graham,0,4,2,4,1,2,4,0,1
Quinn Moore,5,1,1,4,1,1,5,1,0
Miles Morales,1,3,1,5,5,5,1,0,5
Samuel Kelly,4,2,1,3,5,5,1,5,3
Daniel Cox,1,2,5,2,4,2,1,0,1
Riley Dubois,5,5,2,3,1,0,2,4,5
James Martinez,1,4,3,0,1,0,0,2,0
Madison Mitchell,5,2,1,0,5,2,5,5,4
Carter Jordan,0,5,1,2,5,3,1,4,1
Amelia King,3,0,1,4,2,2,5,3,5
Leo Silva,1,2,2,1,1,4,2,1,0
Charles White,3,1,3,4,5,4,3,1,2
Ruby Clark,3,3,2,2,4,5,5,4,4
Isaac Lewis,0,4,2,2,1,0,0,0,2
Avery Jordan,1,2,3,5,1,2,5,3,3
Christopher Mitchell,4,4,2,4,5,0,3,5,5
Carter Lopez,1,4,3,2,0,2,4,3,0
Nathan Rodriguez,0,0,2,5,0,3,3,3,0
William Moore,3,0,2,1,1,4,4,1,0
Savannah Cook,1,3,2,5,2,5,2,1,1
Aiden Miller,2,1,0,4,4,3,3,1,5
Cora Young,1,1,4,0,3,3,0,0,1
Dylan Barnes,5,0,4,4,5,4,0,3,2
Isabella Jackson,4,3,2,0,2,2,4,1,0
Julian Cook,5,5,0,3,5,1,0,1,0
Willow Taylor,5,0,0,3,0,3,1,3,2
Charlotte Long,4,0,5,4,1,5,5,5,4
Ethan Clark,2,2,4,2,4,5,3,0,0
Cameron Miller,1,2,3,5,4,0,5,3,1
Hazel Martinez,0,5,0,5,5,2,0,4,0
Zoey Watson,1,4,0,4,1,1,1,1,3
Natalie Hamilton,5,2,2,2,1,0,0,4,1
Christopher Brooks,4,1,4,5,2,1,0,0,0
Ryan Young,0,2,2,5,1,5,5,3,4
Lydia Dubois,3,5,5,5,4,4,5,5,1
Eleanor Perez,5,2,3,2,0,2,1,0,3
Anthony Thompson,4,3,1,2,0,3,0,4,5
Mason Smith,4,0,3,5,4,3,5,0,4
Leo Scott,2,5,3,4,4,0,1,3,4
Alexander Thomas,4,5,4,3,0,3,4,3,3
Madison Harris,5,0,2,0,1,1,0,1,1
Victoria Ward,5,0,5,1,2,1,1,4,0
Violet Henderson,4,2,3,0,1,4,4,3,3
Joseph Patel,1,1,5,3,4,1,5,0,1
Olivia Perry,4,3,4,0,0,3,0,3,1
Iris Thomas,0,2,0,0,3,4,5,1,3
Hazel Cox,0,5,5,3,4,5,1,2,5
Benjamin Green,2,4,2,3,3,4,2,2,4
Michael Lopez,2,3,2,5,1,2,0,5,2
Emily Hamilton,1,0,3,4,1,1,4,0,1
Aiden Gonzalez,0,4,1,4,4,5,4,0,0
Emily Kelly,3,4,2,0,1,4,5,1,5
Violet Thomas,3,5,1,3,3,1,1,5,4
Jasper Jackson,1,2,4,5,5,0,0,1,2
Alexander Williams,1,2,3,0,1,5,1,0,1
Grace Jones,2,5,3,0,0,3,1,0,4
Athena Morales,1,4,4,5,4,5,2,0,2
Noah Perez,3,4,0,2,1,2,2,0,5
Cora Diaz,4,2,5,2,1,0,5,0,5
Freya Bailey,1,0,5,1,2,0,4,1,2
Andrew Rogers,0,2,4,1,0,3,1,0,1
Asher Harris,3,0,1,2,3,5,5,0,3
Ruby Ross,4,1,4,4,4,3,4,5,0
Camila Coleman,4,1,3,5,4,0,2,5,2
Sofia Cook,2,3,4,1,2,2,2,5,2
Chloe Cooper,5,5,4,4,4,0,2,0,2
Joshua Allen,1,1,3,4,0,2,4,3,1
Joseph Thompson,1,5,4,2,5,0,3,2,2
Violet Lopez,1,0,2,1,0,3,1,0,3
Savannah Scott,2,0,2,5,5,2,1,4,5
Harper Carter,0,4,3,5,5,0,2,5,1
Riley Johnson,0,1,1,3,0,5,0,3,2
Nora Jordan,2,2,2,5,2,1,1,0,3
Dominic Ward,3,3,4,5,3,4,1,1,1
Ryan Sullivan,1,4,1,2,4,3,2,4,5
Maeve Martin,3,3,2,1,0,1,3,1,5
Stella Wood,4,5,5,3,0,3,5,2,3
Grace Davis,1,3,4,4,4,0,4,1,3
Hunter Howard,2,5,2,5,0,3,2,1,1
Liam Fisher,5,4,3,3,1,5,0,3,2
William Reyes,4,4,0,1,3,3,1,4,4
Isabella Young,2,2,2,0,0,2,4,3,1
Nathan Williams,5,2,0,1,2,5,3,2,4
Madison Young,3,3,5,3,0,3,1,4,1
Andrew Gutierrez,3,0,2,0,2,2,2,5,3
Dominic Sullivan,3,2,0,4,0,3,3,0,0
Camila Butler,5,3,5,0,1,0,5,0,4
Jackson Edwards,2,3,0,1,1,5,4,2,4
Josephine Taylor,2,0,5,4,4,0,4,5,0
Ava Garcia,3,3,4,2,4,4,4,2,2
Savannah Jordan,5,2,5,3,3,4,0,0,3
Victoria Smith,1,3,5,1,3,0,5,2,5
Willow Silva,4,4,3,0,0,5,4,4,2
Ruby Lopez,2,1,0,5,5,1,0,0,3
Caleb Price,3,5,1,3,4,4,3,1,0
Anthony Gonzalez,4,1,2,3,4,1,2,3,3
Kai Kim,0,1,5,4,2,3,5,3,5
Miles Sanchez,2,0,2,3,1,2,4,2,2
Kai Wright,0,1,4,1,5,3,0,2,1
Victoria Anderson,0,5,0,4,5,4,3,1,3
Carter Kelly,2,3,5,0,1,2,5,4,2
Ryan Bennett,3,1,0,2,3,4,0,5,4
Carter Sanchez,2,2,4,0,0,1,2,5,4
Madison Cook,1,1,3,1,2,0,4,3,0
Natalie Barnes,3,5,5,4,0,5,3,1,4
Sofia Thompson,2,3,3,5,4,0,5,3,3
Lily Miller,3,4,0,3,4,3,1,4,0
Grace Mitchell,2,4,2,2,0,2,3,1,0
Kennedy Adams,1,2,0,5,5,0,4,1,1
Joshua Dubois,5,4,0,3,5,3,3,1,3
Ava Smith,4,2,4,4,0,0,5,3,2
Theodore Long,1,4,0,2,5,0,2,2,5
Carter Long,2,2,2,3,1,3,5,5,0
Scarlett Jordan,5,4,3,0,5,4,5,1,4
Ivy Butler,4,4,5,4,0,1,5,2,4
Dominic Perry,5,3,0,1,2,3,2,0,2
Jackson Richardson,4,3,2,5,4,1,2,0,3
Chloe Scott,5,5,3,5,0,0,2,4,1
Hazel Robinson,4,0,1,3,4,3,5,5,0
Emma Ortiz,2,3,1,0,3,3,0,2,1
Hunter Jackson,1,1,0,4,5,3,4,0,2
Wyatt Taylor,0,4,2,2,2,5,5,4,0
Nora Reynolds,5,2,3,0,3,5,4,0,5
Emma Moore,0,3,1,0,0,2,1,2,4
Athena Gray,4,3,4,3,5,5,0,2,4
Miles Davis,5,1,5,0,4,3,3,3,5
Carter Edwards,2,2,2,1,3,0,5,1,4
Olivia Nelson,2,2,1,4,5,4,2,2,4
Riley Cook,4,3,4,3,4,1,1,1,0
Daniel Powell,4,4,1,3,3,3,4,3,0
Theodore Hamilton,4,3,1,2,3,2,5,0,1
Freya Foster,1,0,1,0,3,0,0,4,3
Alexander Martin,2,5,2,4,0,5,0,3,4
Noah Fisher,3,1,2,5,4,1,0,4,4
Aurora Williams,1,0,5,2,4,3,1,1,2
Freya Kelly,2,5,4,0,0,4,1,4,2
Camila Diaz,2,1,3,1,5,4,3,1,5
Miles Nelson,3,3,5,4,5,0,2,3,5
Hazel Wilson,5,1,5,0,0,2,3,3,0
William Clark,1,5,0,4,0,4,3,5,0
Caleb Fisher,1,5,4,4,4,3,2,2,0
Savannah Brooks,0,5,2,2,3,4,0,3,1
Chloe Mitchell,1,3,4,1,0,3,3,4,0
Savannah Martin,3,0,2,4,1,4,4,1,0
Leo Ross,2,4,1,5,2,3,5,1,0
Hunter Johnson,5,2,0,2,1,5,3,4,5
Benjamin Williams,4,5,4,4,2,2,4,1,2
Hunter Sanders,0,3,2,1,2,2,2,1,5
Carter Dubois,0,2,2,2,2,4,5,3,3
Ava Taylor,4,5,2,1,2,5,4,4,5
Benjamin Gutierrez,0,5,2,1,5,2,3,1,5
Olivia Martin,1,1,1,0,5,5,2,5,2
Landon Martinez,4,2,4,0,3,3,4,0,5
Andrew Rodriguez,5,5,3,5,0,5,4,3,3
Joshua Jackson,0,5,5,5,4,1,5,5,4
Savannah Miller,4,4,5,3,3,4,0,2,0
Jordan Gray,0,0,1,0,3,0,4,4,3
Andrew Barnes,0,1,0,5,0,3,5,0,5
Lucy Silva,3,1,1,5,2,5,4,0,5
Ethan Coleman,4,1,3,4,3,5,4,4,2
Charles Howard,0,4,1,5,2,5,0,3,0
Avery Bennett,3,4,3,2,5,5,3,4,5
William Bennett,3,1,1,2,1,5,2,0,0
Julian Adams,1,4,4,2,4,2,2,4,3
Harper Richardson,5,3,2,2,4,1,5,0,5
Alexander Stewart,0,0,3,2,3,3,3,0,0
Victoria Simmons,2,3,1,4,3,4,5,3,5
Caleb Walker,4,0,2,1,3,4,0,4,3
Camila Sullivan,2,0,3,2,4,1,2,1,3
Michael Bell,3,3,0,1,0,4,3,3,4
Daniel Gutierrez,2,0,4,0,4,5,4,3,2
Iris Kim,1,3,0,4,2,0,2,3,0
Ezra King,2,3,5,2,0,2,2,0,2
Willow Hall,2,5,2,5,3,5,1,3,5
Violet Allen,2,4,0,4,2,1,1,2,0
Anthony Henderson,4,3,1,5,0,1,1,4,4
Elijah Cook,0,0,5,4,4,0,2,4,1
Luna Simmons,3,5,2,4,2,4,0,1,0
Asher Evans,2,2,0,0,3,0,3,1,3
Ezra Cruz,2,3,5,5,3,5,2,3,0
Mia Sanders,0,0,3,4,0,0,4,3,4
Lydia Nguyen,3,2,1,2,2,2,0,5,3
Jackson Perez,2,1,2,3,4,4,5,4,3
Maeve Bennett,2,4,0,0,3,3,3,0,4
Ezra Ward,3,1,4,5,0,0,5,5,2
Elijah Kim,1,0,1,0,2,4,3,0,5
Carter Russell,3,3,4,1,3,2,1,1,5
Jack Scott,4,4,1,4,0,0,2,2,4
Emma Cruz,1,0,0,2,4,3,3,1,5
Ava Sanders,4,5,5,2,5,1,3,3,5
Emily Price,1,2,4,3,4,4,1,2,5
James Graham,2,3,4,0,4,3,0,4,2
Charlotte Henderson,5,3,4,4,3,5,5,4,3
Ruby Gonzalez,5,3,1,1,5,5,4,4,5
Caleb Davis,3,4,0,1,3,0,5,4,2
Thomas Harris,3,4,0,0,3,4,1,2,0
Lucy Patterson,1,3,1,0,5,0,5,0,0
James Davis,3,2,3,1,5,4,4,2,1
Ezra Patterson,1,4,3,1,4,3,1,3,3
Chloe Wilson,4,3,2,2,0,3,3,3,0
Dylan Collins,1,3,5,4,0,5,0,0,1
Maeve Harris,5,1,2,2,3,4,1,1,2
Landon Gutierrez,3,1,5,0,2,1,0,4,2
Elizabeth Lewis,2,3,2,1,3,2,4,0,4
Grace Cruz,5,5,0,3,1,3,5,0,3
Kennedy Gutierrez,1,4,1,2,3,1,4,0,2
Leo Allen,3,1,4,5,5,2,2,3,4
Avery Sanchez,5,1,4,0,4,5,2,3,5
Chloe Hughes,3,1,1,0,2,0,0,2,3
Kennedy Russell,1,5,3,0,2,4,1,2,4
Henry Morales,2,5,1,0,5,4,2,1,1
Henry Walker,0,2,0,0,3,4,2,1,2
Joseph Jones,2,5,3,3,4,1,3,3,4
Zoey Morgan,5,2,2,5,2,3,2,3,3
Joseph Cruz,5,2,3,4,0,4,0,2,4
Ruby Jackson,5,1,1,4,4,5,4,5,5
Andrew Morales,5,3,5,4,4,1,1,3,5
Emily Cox,1,3,5,2,2,3,2,1,4
Maeve Jordan,5,1,5,5,1,4,1,2,3
Josephine Hernandez,2,1,2,1,2,0,1,1,1
Natalie Miller,5,1,2,1,2,0,1,4,2
Grayson Simmons,2,4,5,5,1,2,5,4,2
Claire Morgan,1,0,4,0,0,5,3,4,4
Logan Green,5,2,4,0,0,0,5,3,1
Emma Hamilton,1,1,0,5,4,3,1,4,4
Landon Ortiz,5,4,0,1,0,4,5,3,2
Victoria Jordan,1,4,1,5,2,4,1,0,5
Lydia Jordan,4,2,2,0,5,0,1,1,4
Anthony Sullivan,3,3,1,5,4,4,0,2,3
Julian Johnson,5,5,2,2,1,3,2,5,0
Jack Carter,5,2,2,2,5,0,1,2,0
Elizabeth Ward,4,3,1,0,3,4,0,4,4
Daniel Baker,3,3,2,2,5,3,1,0,3
Luna Nguyen,2,3,4,5,5,4,2,0,1
Lucas James,2,4,5,2,3,2,1,2,5
Grace Moore,0,2,4,2,2,5,0,2,4
Alexander Kelly,5,1,0,4,5,0,0,4,0
Claire Robinson,1,1,5,1,2,4,0,3,2
Hazel Smith,3,0,1,4,3,3,5,5,2
Liam Moore,5,5,0,4,2,0,1,5,5
Mia Brooks,3,3,0,0,0,4,5,0,2
Cameron Bailey,2,4,3,5,0,0,2,4,3
Stella Coleman,5,4,3,0,5,3,0,5,3
William Hernandez,3,4,4,3,5,0,4,2,0
Adrian Gray,3,2,1,1,0,0,5,1,0
Benjamin Davis,0,5,3,1,2,3,5,0,4
Cora Price,4,4,4,3,3,1,0,2,5
Landon Lee,4,1,3,2,1,0,0,4,3
Hunter Patel,5,0,5,3,3,2,2,3,3
Chloe Gutierrez,4,1,1,4,1,0,0,3,5
Samuel Barnes,0,4,2,0,4,0,1,1,3
Wyatt Diaz,3,2,5,4,2,3,4,2,0
Isaac Ward,4,0,2,0,1,1,3,3,5
Kennedy Jackson,5,3,0,0,1,3,5,0,0
Emma Brooks,4,2,0,0,4,5,3,0,0
Jasper Edwards,4,1,2,4,2,4,1,5,5
Lucas Rodriguez,3,2,2,4,5,3,3,5,5
Logan Martinez,2,3,5,4,0,2,2,1,3
Jack Wood,5,1,0,4,3,2,5,1,2
Iris Howard,5,5,4,1,2,0,3,5,3
Wyatt Gutierrez,3,1,5,1,4,4,4,3,4
Lydia Smith,4,4,1,0,5,5,1,2,5
Emily Simmons,5,0,0,4,4,5,2,4,0
Victoria Gray,1,3,1,5,2,3,3,1,4
Cameron Morris,3,4,2,3,5,1,3,1,1
Ryan Green,3,2,5,5,0,5,3,3,5
Lucas Hernandez,5,3,2,3,5,3,0,0,2
Lucy Sanders,0,2,3,1,1,2,2,3,2
Madison Brown,1,4,4,5,0,3,1,4,4
Jackson Kim,1,3,1,5,1,1,0,1,5
Zoey Reyes,4,2,1,5,1,4,2,5,4
Lily Johnson,1,3,3,0,5,0,3,5,5
Jordan Martinez,0,5,4,1,5,2,4,0,4
Jasper Barnes,0,4,1,4,5,3,1,4,4
Nora Hamilton,0,1,4,2,2,1,0,5,4
Cameron Jackson,4,1,0,1,2,1,5,4,4
Julian Murphy,2,1,5,2,4,5,5,4,0
Thomas Adams,2,3,4,2,1,1,2,3,2
Hunter Nguyen,4,2,3,1,5,3,0,0,2
Caroline Jones,5,1,3,4,1,0,1,2,5
Ezra Kelly,2,0,1,4,4,5,1,4,3
Henry Adams,3,3,3,5,5,2,1,5,3
Zoey Gutierrez,2,1,5,2,0,0,2,5,3
Ethan Kim,2,1,3,3,0,0,1,2,0
Kai Brooks,2,0,4,0,3,0,1,1,1
Jasper Carter,2,0,0,0,2,1,2,3,2
Caleb Jackson,0,4,3,4,5,4,0,0,3
Aiden Clark,3,5,1,3,5,3,4,4,0
Freya Sanders,1,5,5,0,2,2,5,4,2
Nathan Martinez,3,0,3,4,5,4,3,0,2
Miles Thomas,5,2,3,3,2,5,4,5,0
Lucy Wood,5,1,3,0,2,4,2,1,2
James Moore,4,1,0,2,0,1,4,5,2
Mia Graham,0,0,4,5,5,1,1,2,0
Julian Lopez,5,0,1,5,3,0,3,5,5
Sofia Brown,5,4,0,4,4,5,2,1,5
Emily Lewis,0,3,4,1,1,5,0,3,2
Christopher Rodriguez,1,2,2,2,3,1,1,4,4
Olivia Kelly,3,4,2,3,5,2,0,5,3
Quinn Coleman,5,3,5,2,5,1,5,0,5
Aurora Sanchez,1,3,3,3,3,3,1,1,4
Emma Cook,1,4,4,2,0,5,2,5,0
Hazel Perry,3,5,0,1,5,2,2,2,1
Kennedy Perry,1,3,3,5,3,3,3,3,0
Iris Rodriguez,4,5,5,2,2,2,0,4,1
Athena Bennett,3,4,5,0,3,0,2,4,4
Nathan Carter,2,5,0,2,4,2,0,4,3
Violet Carter,2,2,1,2,4,4,1,1,2
Grayson Bennett,5,1,4,1,3,0,1,4,4
Anthony Johnson,1,1,5,2,5,1,0,4,1
Logan Butler,3,3,5,3,1,4,5,1,2
Sofia Jordan,5,5,1,5,2,0,1,4,0
Owen Sullivan,4,1,5,5,3,4,5,5,3
Lucas Bailey,1,5,5,4,2,4,5,2,3
Emily Butler,3,4,3,0,2,4,1,4,5
Julian Simmons,4,0,5,0,5,0,3,5,0
Ellie Henderson,2,5,0,0,3,5,2,4,3
Savannah Nelson,4,0,0,1,3,2,4,5,4
Daniel Patel,3,2,0,4,0,4,3,0,2
Jasper Nguyen,4,5,0,1,5,3,2,3,5
Abigail Mitchell,2,1,0,3,3,0,3,2,4
Elijah Scott,2,1,0,2,4,4,4,5,0
Nathan Lopez,2,2,1,1,3,5,2,3,0
Samuel Howard,4,5,1,5,1,1,2,0,1
Luna Walker,2,0,5,2,0,1,0,1,0
Ethan White,4,3,1,3,2,1,4,2,2
Kennedy Cox,5,0,2,3,0,2,2,4,0
Grace Silva,1,2,2,5,2,1,0,0,5
Natalie Perez,2,0,4,2,4,2,1,4,0
Quinn Cruz,5,5,4,0,5,1,4,2,4
Charlotte Simmons,5,2,3,1,2,5,0,1,5
Maeve Bell,5,2,0,1,0,0,3,0,4
Ruby Thomas,4,2,1,2,3,3,2,0,0
Penelope Carter,0,0,2,0,5,0,0,2,5
Luna Russell,3,4,3,2,5,2,1,1,1
Madison Silva,2,0,1,5,1,4,2,0,5
Miles Collins,0,0,4,3,3,1,2,5,5
Willow Stewart,3,4,5,2,3,4,3,0,4
Cameron Brooks,2,2,0,2,2,0,1,5,3
Joshua Reynolds,5,5,4,0,2,5,3,2,2
